ModChr,ModStart,ModEnd,Strand,ModID,ModType,Motif score,Support Num,Cell/Tissue,Seq Type,Transcript ID Num,Conserved Sites Num,snoRNA List,Writer Name
chr19,30012457,30012458,+,ac4C_site_989,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,29813003,29813004,+,ac4C_site_988,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,29807825,29807826,+,ac4C_site_682,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr16,29807213,29807214,+,ac4C_site_680,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr22,29767594,29767595,+,ac4C_site_1279,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr22,29268317,29268318,+,ac4C_site_1277,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr17,28715693,28715694,-,ac4C_site_780,ac4C,noScore,1,H1,ac4C-seq,18,0,na,na
chr17,28619968,28619969,-,ac4C_site_777,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr18,27983008,27983009,-,ac4C_site_881,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr13,27427171,27427172,+,ac4C_site_497,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr2,27133296,27133297,-,ac4C_site_1077,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr2,27058533,27058534,+,ac4C_site_1076,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr10,27038040,27038041,-,ac4C_site_202,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr22,26675001,26675002,+,ac4C_site_1276,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr22,26541490,26541491,-,ac4C_site_1275,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr4,26406202,26406203,+,ac4C_site_1450,ac4C,noScore,1,H1,ac4C-seq,26,0,na,na
chr13,26353796,26353797,+,ac4C_site_496,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,26268613,26268614,+,ac4C_site_38,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr7,26191743,26191744,-,ac4C_site_1647,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr21,26170688,26170689,-,ac4C_site_1247,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,26170596,26170597,+,ac4C_site_37,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr2,26109775,26109776,+,ac4C_site_1075,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,25901037,25901038,-,ac4C_site_36,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr20,25323355,25323356,-,ac4C_site_1198,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr15,25050748,25050749,+,ac4C_site_582,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr15,24979104,24979105,+,ac4C_site_581,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr1,24841481,24841482,+,ac4C_site_35,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr4,24570737,24570738,-,ac4C_site_1449,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr18,24440566,24440567,+,ac4C_site_880,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr14,24218062,24218063,-,ac4C_site_534,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr18,24171418,24171419,-,ac4C_site_879,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr18,24165131,24165132,-,ac4C_site_878,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,24103721,24103722,+,ac4C_site_529,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,23827136,23827137,+,ac4C_site_987,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,23827132,23827133,+,ac4C_site_986,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr22,23793568,23793569,+,ac4C_site_1271,ac4C,noScore,1,H1,ac4C-seq,16,0,na,na
chr1,23791237,23791238,+,ac4C_site_33,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,23751181,23751182,+,ac4C_site_30,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr9,23691534,23691535,-,ac4C_site_1749,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,23324157,23324158,+,ac4C_site_528,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr14,23321513,23321514,+,ac4C_site_527,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr14,23183564,23183565,-,ac4C_site_526,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,22906257,22906258,-,ac4C_site_525,ac4C,noScore,1,H1,ac4C-seq,19,0,na,na
chr7,22822155,22822156,-,ac4C_site_1645,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,22643767,22643768,+,ac4C_site_398,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr8,22422136,22422137,+,ac4C_site_1709,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr3,22381823,22381824,+,ac4C_site_1340,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,22333784,22333785,+,ac4C_site_675,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr12,22046310,22046311,+,ac4C_site_397,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr14,21524653,21524654,-,ac4C_site_524,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr14,21462401,21462402,-,ac4C_site_523,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr14,21359490,21359491,-,ac4C_site_522,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr20,21340739,21340740,+,ac4C_site_1196,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr14,21086072,21086073,+,ac4C_site_520,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,20892323,20892324,+,ac4C_site_771,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr1,20779862,20779863,-,ac4C_site_29,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr1,20652054,20652055,-,ac4C_site_28,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr13,20597036,20597037,+,ac4C_site_493,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr14,20476628,20476629,+,ac4C_site_518,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr14,20469523,20469524,+,ac4C_site_517,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr22,20319943,20319944,-,ac4C_site_1266,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,20200000,20200001,+,ac4C_site_985,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr22,20127035,20127036,+,ac4C_site_1265,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr22,20107303,20107304,+,ac4C_site_1264,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr11,19892512,19892513,+,ac4C_site_269,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr16,19718159,19718160,-,ac4C_site_673,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr16,19706967,19706968,-,ac4C_site_672,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,19597098,19597099,+,ac4C_site_27,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr22,19479185,19479186,-,ac4C_site_1263,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr22,19479119,19479120,-,ac4C_site_1262,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr9,19050529,19050530,+,ac4C_site_1748,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,19042832,19042833,+,ac4C_site_982,ac4C,noScore,1,H1,ac4C-seq,16,0,na,na
chr19,18920606,18920607,+,ac4C_site_980,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr16,18795525,18795526,-,ac4C_site_671,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr11,18612403,18612404,-,ac4C_site_268,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr20,18567525,18567526,+,ac4C_site_1195,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,18533276,18533277,-,ac4C_site_979,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr20,18315644,18315645,+,ac4C_site_1194,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr6,18236501,18236502,-,ac4C_site_1543,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr20,17620305,17620306,-,ac4C_site_1193,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr17,17491818,17491819,+,ac4C_site_768,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr1,17413082,17413083,-,ac4C_site_26,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,17407626,17407627,-,ac4C_site_24,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr17,17383541,17383542,-,ac4C_site_767,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,17305926,17305927,+,ac4C_site_978,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr10,17229723,17229724,+,ac4C_site_201,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,17062738,17062739,-,ac4C_site_975,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr1,16393376,16393377,+,ac4C_site_23,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr20,16379003,16379004,-,ac4C_site_1192,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,16228845,16228846,+,ac4C_site_970,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,16027453,16027454,+,ac4C_site_764,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr4,15681462,15681463,-,ac4C_site_1447,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,15399362,15399363,-,ac4C_site_969,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr3,15052623,15052624,-,ac4C_site_1339,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr3,14945927,14945928,-,ac4C_site_1338,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr3,14944783,14944784,-,ac4C_site_1337,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,14518298,14518299,-,ac4C_site_967,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,14450346,14450347,+,ac4C_site_964,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,13668767,13668768,+,ac4C_site_267,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr10,13198710,13198711,+,ac4C_site_200,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,13149542,13149543,-,ac4C_site_963,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr17,13000162,13000163,-,ac4C_site_763,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr19,12681563,12681564,-,ac4C_site_959,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr3,12618708,12618709,-,ac4C_site_1333,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr18,12014292,12014293,+,ac4C_site_877,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr1,12004525,12004526,+,ac4C_site_20,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,11691494,11691495,-,ac4C_site_19,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,11553744,11553745,-,ac4C_site_958,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,11145982,11145983,-,ac4C_site_957,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,11041512,11041513,+,ac4C_site_955,ac4C,noScore,1,H1,ac4C-seq,43,0,na,na
chr19,11019694,11019695,+,ac4C_site_954,ac4C,noScore,1,H1,ac4C-seq,41,0,na,na
chr19,10836120,10836121,-,ac4C_site_951,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr11,10804305,10804306,-,ac4C_site_266,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr2,10787394,10787395,-,ac4C_site_1072,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr2,10787346,10787347,-,ac4C_site_1071,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr17,10710990,10710991,+,ac4C_site_762,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,10689546,10689547,+,ac4C_site_950,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,10583994,10583995,-,ac4C_site_948,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,10583665,10583666,-,ac4C_site_947,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr1,10413179,10413180,+,ac4C_site_16,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,10123025,10123026,+,ac4C_site_1070,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr4,10088350,10088351,-,ac4C_site_1446,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr3,9986790,9986791,-,ac4C_site_1330,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,9849134,9849135,+,ac4C_site_944,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr3,9750150,9750151,+,ac4C_site_1326,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr11,9748052,9748053,+,ac4C_site_265,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,9630441,9630442,-,ac4C_site_1069,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,9575794,9575795,-,ac4C_site_761,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr17,9557451,9557452,-,ac4C_site_760,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr1,9539680,9539681,+,ac4C_site_14,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr2,9436243,9436244,+,ac4C_site_1068,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr18,9119369,9119370,+,ac4C_site_875,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,8698149,8698150,+,ac4C_site_395,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr17,8518939,8518940,-,ac4C_site_759,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,8090181,8090182,-,ac4C_site_942,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,7940197,7940198,+,ac4C_site_755,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr7,7583234,7583235,+,ac4C_site_1644,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr5,7300381,7300382,-,ac4C_site_1480,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr12,6944644,6944645,+,ac4C_site_394,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr12,6922105,6922106,+,ac4C_site_393,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr12,6870674,6870675,+,ac4C_site_392,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr12,6753059,6753060,-,ac4C_site_389,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,6750036,6750037,+,ac4C_site_937,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr12,6749893,6749894,-,ac4C_site_388,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr4,6674520,6674521,+,ac4C_site_1445,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr9,6605161,6605162,-,ac4C_site_1747,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr5,6600003,6600004,-,ac4C_site_1479,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr9,6565422,6565423,-,ac4C_site_1746,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr12,6493730,6493731,-,ac4C_site_386,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,6466588,6466589,+,ac4C_site_935,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr21,6455631,6455632,-,ac4C_site_1238,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr1,6198427,6198428,-,ac4C_site_12,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr10,5765767,5765768,-,ac4C_site_197,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,5690989,5690990,+,ac4C_site_930,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr3,5211158,5211159,+,ac4C_site_1325,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr20,5115567,5115568,-,ac4C_site_1191,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,4944745,4944746,+,ac4C_site_746,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr12,4657755,4657756,+,ac4C_site_384,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr19,4548038,4548039,-,ac4C_site_929,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,4539774,4539775,-,ac4C_site_742,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr19,4446848,4446849,-,ac4C_site_928,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,4432181,4432182,+,ac4C_site_927,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr12,4351321,4351322,+,ac4C_site_383,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr16,4262561,4262562,-,ac4C_site_668,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr20,3784659,3784660,-,ac4C_site_1188,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,3677607,3677608,-,ac4C_site_667,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,3632905,3632906,-,ac4C_site_925,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,3575627,3575628,+,ac4C_site_923,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr6,3227539,3227540,-,ac4C_site_1539,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr20,3221894,3221895,+,ac4C_site_1186,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr10,3113466,3113467,+,ac4C_site_196,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,3062222,3062223,-,ac4C_site_921,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,3053734,3053735,-,ac4C_site_920,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr9,2837201,2837202,-,ac4C_site_1745,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr9,2827145,2827146,-,ac4C_site_1744,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr12,2795147,2795148,+,ac4C_site_381,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr16,2771260,2771261,+,ac4C_site_665,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,2763124,2763125,+,ac4C_site_663,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr16,2762202,2762203,+,ac4C_site_661,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr4,2741733,2741734,-,ac4C_site_1442,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr20,2463115,2463116,-,ac4C_site_1185,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr7,2379235,2379236,+,ac4C_site_1639,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr7,2369571,2369572,+,ac4C_site_1638,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,2336093,2336094,-,ac4C_site_738,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,2269682,2269683,+,ac4C_site_917,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr16,2262781,2262782,-,ac4C_site_660,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr19,2233879,2233880,-,ac4C_site_915,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr16,2223762,2223763,+,ac4C_site_659,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,2111702,2111703,-,ac4C_site_913,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr16,2047759,2047760,-,ac4C_site_656,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,2046380,2046381,-,ac4C_site_911,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr16,1961548,1961549,+,ac4C_site_655,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr4,1916916,1916917,+,ac4C_site_1441,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr17,1879684,1879685,+,ac4C_site_737,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,1827353,1827354,-,ac4C_site_909,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr16,1827321,1827322,+,ac4C_site_654,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr4,1823007,1823008,-,ac4C_site_1440,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr16,1772494,1772495,-,ac4C_site_653,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr4,1728462,1728463,+,ac4C_site_1436,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr17,1658709,1658710,-,ac4C_site_736,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr2,1639334,1639335,-,ac4C_site_1065,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,1615730,1615731,-,ac4C_site_908,ac4C,noScore,1,H1,ac4C-seq,17,0,na,na
chr19,1615517,1615518,-,ac4C_site_907,ac4C,noScore,1,H1,ac4C-seq,17,0,na,na
chr20,1464399,1464400,-,ac4C_site_1184,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,1429981,1429982,+,ac4C_site_905,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,1428902,1428903,+,ac4C_site_904,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,1428865,1428866,+,ac4C_site_903,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr1,1387323,1387324,-,ac4C_site_6,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr1,1373861,1373862,-,ac4C_site_5,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,1312830,1312831,-,ac4C_site_3,ac4C,noScore,1,H1,ac4C-seq,22,0,na,na
chr19,1241868,1241869,+,ac4C_site_902,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,1218426,1218427,+,ac4C_site_900,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,1207140,1207141,+,ac4C_site_899,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,1206937,1206938,+,ac4C_site_898,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,1031089,1031090,+,ac4C_site_897,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr1,1014331,1014332,+,ac4C_site_2,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr10,863825,863826,-,ac4C_site_195,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr17,770058,770059,-,ac4C_site_735,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr11,747574,747575,+,ac4C_site_260,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr16,721923,721924,+,ac4C_site_651,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr8,673621,673622,-,ac4C_site_1706,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr16,668197,668198,+,ac4C_site_649,ac4C,noScore,1,H1,ac4C-seq,16,0,na,na
chr16,642130,642131,+,ac4C_site_648,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,400299,400300,+,ac4C_site_646,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chrX,312875,312876,-,ac4C_site_1818,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr11,309159,309160,+,ac4C_site_259,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr5,306713,306714,+,ac4C_site_1477,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr16,249593,249594,+,ac4C_site_644,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chrM,733,734,+,ac4C_site_1816,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
